XPA SECTION,
CODE,"EXTERNAL
LENGTH
LE (mm)"
XPA1900,1918
XPA1932,1950
XPA1950,1968
XPA1957,1975
XPA1982,2000
XPA2000,2018
XPA2032,2050
XPA2057,2075
XPA2082,2100
XPA2120,2138
XPA2160,2178
XPA2182,2200
XPA2240,2258
XPA2282,2300
XPA2300,2318
XPA2360,2378
XPA2432,2450
XPA2482,2500
XPA2500,2518
XPA2532,2550
XPA2582,2600
XPA2607,2625
XPA2632,2650
XPA2650,2668
XPA2682,2700
XPA2732,2750
XPA2782,2800
XPA2800,2818
XPA3000,3018
XPA3150,3168
XPA3350,3368
XPA3550,3568
XPA3750,3768
XPA4000,4018
XPA4250,4268
XPA4500,4518
