C SECTION,
CODE,"INTERNAL
LENGTH
LI (mm)"
C 33 3/4,858
C 37 1/2,950
C 39 3/4,1013
C 43,1090
C 45,1150
C 46,1168
C 48,1220
C 47,1194
C 49,1250
C 51,1295
C 52,1320
C 53,1350
C 54,1372
C 55,1400
C 56,1425
C 57,1450
C 58,1473
C 59,1500
C 60,1524
C 61,1560
C 62,1575
C 62 1/4,1583
C 63,1600
C 65,1650
C 66,1676
C 67,1700
C 68,1727
C 69,1753
C 70,1778
C 71,1798
C 72,1829
C 73,1854
C 74,1879
C 75,1900
C 76,1930
C 77,1955
C 78,1978
C 79,2005
C 80,2032
C 81,2057
C 82,2080
C 83,2108
C 83 1/2,2121
C 84,2134
C 85,2159
C 86,2184
C 87,2208
C 88,2235
