A SECTION,
CODE,"INTERNAL
LENGTH
LI (mm)"
A 43 3/4,1111
A 44,1120
A 44 1/2,1132
A 45,1143
A 45 1/2,1150
A 46,1168
A 46 1/2,1180
A 47,1200
A 47 1/2,1207
A 48,1220
A 48 1/4,1225
A 48 1/2,1232
A 49,1250
A 50,1270
A 51,1300
A 51 1/2,1307
A 52,1320
A 52 1/2,1337
A 53,1346
A 53 1/4,1355
A 54,1372
A 55,1400
A 56,1422
A 57,1450
A 58,1475
A 59,1500
A 60,1525
A 61,1550
A 62,1575
A 63,1600
A 64,1625
A 65,1650
A 66,1676
A 67,1700
A 68,1725
A 69,1750
A 70,1775
A 70 3/4,1780
A 71,1800
A 72,1825
A 73,1854
A 74,1880
A 75,1900
A 76,1930
A 77,1956
A 78,1980
A 79,2000
A 80,2032
A 81,2060
A 82,2083
A 83,2100
A 83 1/2,2120
