SPZ SECTION,
CODE,"EXTERNAL
LENGTH
LE (mm)"
SPZ 1112,1125
SPZ 1120,1133
SPZ 1137,1150
SPZ 1140,1153
SPZ 1147,1160
SPZ 1150,1163
SPZ 1162,1175
SPZ 1180,1193
SPZ 1187,1200
SPZ 1200,1213
SPZ 1202,1215
SPZ 1212,1225
SPZ 1237,1250
SPZ 1250,1263
SPZ 1262,1275
SPZ 1270,1283
SPZ 1287,1300
SPZ 1312,1325
SPZ 1320,1333
SPZ 1337,1350
SPZ 1340,1353
SPZ 1347,1360
SPZ 1362,1375
SPZ 1387,1400
SPZ 1400,1413
SPZ 1412,1425
SPZ 1420,1433
SPZ 1437,1450
SPZ 1462,1475
SPZ 1470,1483
SPZ 1487,1500
SPZ 1500,1513
SPZ 1512,1525
SPZ 1520,1533
SPZ 1537,1550
SPZ 1562,1575
SPZ 1587,1600
SPZ 1600,1613
SPZ 1612,1625
SPZ 1637,1650
SPZ 1650,1663
SPZ 1662,1675
SPZ 1687,1700
SPZ 1700,1713
