SPA SECTION,
CODE,"EXTERNAL
LENGTH
LE (mm)"
SPA 657,675
SPA 707,725
SPA 732,750
SPA 757,775
SPA 782,800
SPA 800,818
SPA 807,825
SPA 832,850
SPA 850,868
SPA 857,875
SPA 882,900
SPA 900,918
SPA 907,925
SPA 925,943
SPA 932,950
SPA 950,968
SPA 957,975
SPA 967,985
SPA 982,1000
SPA 1000,1018
SPA 1007,1025
SPA 1032,1050
SPA 1060,1078
SPA 1082,1100
SPA 1107,1125
SPA 1120,1138
SPA 1132,1150
SPA 1150,1168
SPA 1157,1175
SPA 1180,1198
SPA 1207,1225
SPA 1232,1250
SPA 1250,1268
SPA 1257,1275
SPA 1272,1290
SPA 1282,1300
SPA 1307,1325
SPA 1320,1338
SPA 1332,1350
SPA 1357,1375
SPA 1382,1400
SPA 1400,1418
SPA 1407,1425
