SPZ SECTION,
CODE,"EXTERNAL
LENGTH
LE (mm)"
SPZ 487,500
SPZ 512,525
SPZ 562,575
SPZ 587,600
SPZ 607,620
SPZ 612,625
SPZ 630,643
SPZ 637,650
SPZ 662,675
SPZ 670,683
SPZ 687,700
SPZ 710,723
SPZ 722,735
SPZ 737,750
SPZ 750,763
SPZ 762,775
SPZ 772,785
SPZ 787,800
SPZ 800,813
SPZ 812,825
SPZ 825,838
SPZ 837,850
SPZ 850,863
SPZ 862,875
SPZ 875,888
SPZ 887,900
SPZ 900,913
SPZ 912,925
SPZ 922,935
SPZ 925,938
SPZ 937,950
SPZ 950,963
SPZ 962,975
SPZ 975,988
SPZ 987,1000
SPZ 1000,1013
SPZ 1010,1023
SPZ 1012,1025
SPZ 1024,1037
SPZ 1037,1050
SPZ 1047,1060
SPZ 1060,1073
SPZ 1077,1090
SPZ 1087,1100
